Customer Review,Emotion
"barang tidak sesuai, minta warna hitam, dikirim warna biru saat saya chat, katanya semua ready stock, ujung-ujungnya bilang barang yang diinginkan out of stock, lalu dikirim yang tidak sesuai permintaan.",Anger
mengecewakan!!!,Anger
"Saya pesan 2 tapi yang datang hanya 1, mohon dicek kembali",Fear
Tidak komunikatif. Wrn yg di pilih ga ada. Sdh chat conform minta kirim yg ada aja. Yg ga ada ga usa kirim. Malah di kirim wrn asal?.,Anger
penipu yang tidak jujur ??kecewa karena tidak mendapat keberkahan,Anger
"Airnya segar dan tekanannya pas. Foto sesuai barang. Worth it banget 60ribu, memang layak jadi no 1 terlaris",Love
BARANG KW JANGAN BELI DISINI,Anger
Lubang microphone ada error suara rengekan sehingga tidak bisa digunakan,Fear
"Recommended!. Barang sesuai, seller gercep, pengemasan mantap banget",Happy
"Satu kesalahan selalu bikin repot, kadang hidup jadi susah.Kalau on harus pakai headset karena micnya nyala dan mati.",Sadness
Sesuai dengan deskripsi penjua. Sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik. Kualitas Suara tidak mengecewakan. Harga yg cukup menarik itupun masih diberi bonus kecil. Recomend jd Best seller in toped!,Love
bahannya tidak enak,Sadness
barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Happy
layanan sangat membahagiakan seller rekomended,Love
barang sudah diterima dalam kondisi baik. packing aman. makasi,Happy
"barangnya tipis tapi tidak apa-apa, saya sudah menerimanya",Sadness
dimana tidak ada bubble wrapnya,Anger
tiap belanja niscaya ribut sebab mencapai lokasi jahanam buat konsumen lainnya karena seller tidak mau bertanggung jawab selanjutnya menyerahkan pada asuransi spt pd screenshoot jika saat terima uda diraba buntelan ancai kembalikan spon-tan pada kurir daripada saat dikomplain jawabannya spt pd screenshoot ini asuransi katanya ribetnya tuh klaim asuransi,Anger
"Barang yang saya pesan sudah sampai, namun tidak sesuai dengan yang saya pesan.Keluhan tidak ditanggapi.Aku hanya tidak menjawab teleponnya.Saya tidak mengangkatnya.Saya tidak menjawab.Lama menunggu balasan dari anda, mending saya jual saja cairannya.Kali ini saya belanja di Tokopedia.Saya menemukan penjual yang sepertinya melakukan hal seperti ini.Percuma saja.Berbelanja di sini tidak ada gunanya.Deskripsinya terlalu besar.Jangan terlalu banyak menulis keterangan, karena tidak diberikan sembarangan ya ehhh.Malah penjualnya sendiri yang salah, jadi maaf kurang bagus. Saya dikasih nic 6, pesannya nic 3, tapi ini produk sama, penjual salah kirim produk yang saya pesan, saya kecewa banget pas beli disini karena salah kirim barangnya, saya tahu bakal susah balikinnya, saya juga lagi libur karena sibuk urus ini, nunggu masalah ini cepat selesai, maaf bilang not recomended seller",Fear
"Pengiriman lambat setelah seminggu sampai tiba.Bagi yang butuh cepat, mending beli langsung di supermarket",Fear
"Seperti biasa pesanan cepat, seller juga fast respon",Happy
"pesenan sesuai, packing paket aman seller baik, pengiriman cepat, recommended tksh seller",Love
"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Fear
Pengiriman cepat berfungsi tetapi perlu diberi karet kalau tidak longgar jadi tidak bisa digunakan,Fear
Tidak ada satupun yang terkirim dan tidak ada chat dari penjual.Mengeluh kenapa baru selesai.Mengecewakan padahal anak saya sangat suka ini dan menunggu sampai tapi tidak terkirim.,Fear
udah n kepunyaan 3 botol dan 1 refill beli lagi biar dpt botol mutakhir yg jadi sticker dermatologically tested nya,Love
uucchh gemezzz syukaaa,Love
packing jelek brg dtng kotaknya penyot2pesan 8 bh pecah-pecah 2 bh,Anger
Barang bagus packing rapih mantap. Biar bintang yang berbicara,Happy
"Produk yang saya terima kondisi motor sabliziernya kurang baik, al hasil video bukannya jadi mulus malah unstableized",Sadness
"Ramnya bisa dipakai kalau sudah dua kali minta tukar, susah banget minta refund, gak mau beli disini, sangat tidak rekomend, hati-hati dengan RAM abal-abal",Fear
"Saya tidak menerima produk sama sekali dari kurir dan kurir tidak menghubungi saya jika barang sudah diantar dan dititipkan kepada siapa karena saya belum menerima paket saya, saya mengajukan komplain",Fear
katanya dapat paket 150 GB tapi setelah registrasi jadi 300 MB,Sadness
Untuk sekelas official store ini paling kacau sih packingnya. Bener2 cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.,Sadness
"kimchi my love, paling enak beli di kimchi id ini, the best pokoknya",Happy
penyajian sangat buruk no debat,Anger
"Kertas daur ulang jadi sedih , ga puas",Sadness
barang kurang bagus minim pokoknya jelek,Anger
saya mesan dua malah dikirim cuma satu,Fear
"bagus banget, pengiriman cepat, seller ramah, tooop",Love
Mantap sesuai pesanan trimakasih,Happy
Mantaaaaaaaapppppp pelayanan pengiriman cepat top markotop 10 bintang recomended pagi order malam tiba luar biasa,Love
"suka banget, manfaatin banget, gak mubazir belinya",Love
buruknya admin kehilangan kesempatan karena ingin menambah pesanan tetapi admin abaikan.Hal ini harus menjadi perhatian bagi pengelolaan wingfood,Fear
Gampang dipakai. Gampang dibawa-bawa. Packaging aman ??.,Happy
bahan tipis .gak sesuai motif garis spt foto.minta pink dikirim warna merah.cape deh.mending fotonya diganti .jgn pajang foto yg gak sesuai brg ready. saya pesen 2polos.1 strip. 2 yg 14rb 1 yg 19rb. cb dicek dulu.dan minta warna pink,Sadness
"Tidak ada tutupnya, padahal saya beli dengan harga murah, saya tidak bisa membawanya kemana-mana karena barangnya rusak",Sadness
KURIR JNE ******** ******,Anger
"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",Anger
"Minyak kemasannya bocor kemana-mana, kecewa",Sadness
"cepat rusak, mudah sobek, kotor, tidak recomended",Fear
barang bagus kualitas bagus harga terjangkau recommended,Love
Barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya... kecewa..,Sadness
semua pesanan tiris sdh di gambar sama pengirimankacaujadi beli rugibarang sisa setengah,Anger
"Respond cepat, packing aman, barang sesuai deskripsi, recommended",Happy
"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima",Fear
"dabest lah pokokmya, pengiriman ke lampung cuma 3 hari. prosesnya jg gercep banget! Puas teruuuus, ngga pernah kecewa sm original source dari dulu, mantap??",Love
"mudah dirakit, desain elegan, penjual sangat ramah",Love
Pesen warna putih dan abu tapi yang datang warna salmon dan abu kecewa karena penjual tidak konfirmasi sebelum kirim,Anger
"Pesanan sudah selesai, apakah barangnya belum diterima, apakah sudah mengajukan komplain?Lama nunggu sampai saiki gak dapat barangnya, malah minta penilaian barangnya, kecewa banget.",Anger
"pesen apa dikasih apa,,,,kecewa bgt",Sadness
"Karung baru, bukan bekas, tipis, tidak sesuai gambar, capek belanja lagi",Fear
pengungkitnya mudah patah. kualitas plastik kurang bagus,Sadness
"Mantap, barang sudah sampai dengan harga ekonomis banget, tapi kualitas barang kurang ekonomis, recomended seller",Love
sukaaa bangett kakanya ramahh bgt dan responsif jugaaaa!!!! thank uuu,Love
Ikannya mati jadi saya kecewa ah,Sadness
"Kecewa kok barang rusak dikirim ke chat, respon lama sampai batas waktu otomatis habis, padahal saya sudah lama menjadi pelanggan di toko ini",Sadness
pesanan sy tidak sampai ke rumah sy sesuai alamatnya.,Sadness
"bagus halus, ringan, teleskopik gagangnya jadi terasa kurang kokoh dibanding gagang biasa.",Happy
"bahannya plastik semua,ga seperti yang lain yang agak melamin dan berkilau",Sadness
"Saya kurang paham konsepnya, kok pas dibuka pensilnya langsung patah gitu, hahaha",Anger
"pelayanan lambat, beli tgl 3 baru sampai tgl 9, setiap di trace selalu gagal pickup, katanya lg maintenance tp ga bilang ke pelanggannya. sangat mengecewakan.",Sadness
"Hebat, jangan ragu, rekomendasikan saja bukunya",Love
mau cancel ganti tgl pengiriman aja byk cincong,Anger
gak ada packingnya blas cuma di kasih tempelan doang????????,Sadness
Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Original.,Happy
"pesan lampu 10, bubble wrap 10, tp bubble wrapnya dijadikan 1. untuk pelanggan lain mungkin pesan bubble wrapnya 1 saja",Sadness
"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??",Fear
"Barang bagus sekali, build quality kokoh, kucing saya suka dan mudah dibersihkan bulunya",Love
"barang datang, bungkus plastik segel kantong kopi nya udh terbuka semua, tidak ada aroma kopi sama sekali, kecewa!!",Sadness
Kacau beli lebih dari 1 lusin gak di kardusin.,Anger
barang bagus dan pengiriman cepat,Happy
"keras, tidak ada rasa",Anger
pengemasan perlu ditingkatkan,Sadness
"Saya sudah mengikuti prosedur penggunaannya.Lem tidak akan menempel jika sudah jadi.Lemnya sudah kering.Sudah saya tempel lakban, seperti tata cara sandal dilem, bisa dilepas, mengganggu.",Anger
"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Sadness
Chat saya di read tapi tidak dibalas... krn foto paket jedai dengan barang yg datang tidak sama.... kecewa... tidak ada pertanggung jawaban setidaknya balas chat itu etikat yang baik ????,Fear
barang di kirim tidak sesuai gambar yg di pesan.,Fear
"barang sesuai, packing aman, pengiriman dan pengemasan cepat, blm dicoba, semoga cocok",Happy
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear
"Paket RU langsung sampai, dicek salah satu stiknya, analog, rusak, order kedua, jika pesan lagi harap dicek kondisi stiknya sebelum dikirim, terima kasih.",Fear
"Baru co beberapa jam kemudian udah dipacking, pengiriman super cepet dan yang penting produk aman ga ada yang tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. Mintnya seger bgtttt",Love
Puas sih.. Recomended bukunya,Love
"Handuk cantik. Material bagus. Harga terjangkau!. thanks traktirannya Tokped, handuknya lumayan???? mau upload foto keterangan eror mulu??",Happy
"Beli 2, kirim 1, kurang hati-hati dalam mengirimkan pesanan",Fear
"Produk sesuai dengan deskripsi penjual, harga juga terjangkau, pengiriman cepat, namun kualitas produk berbeda dengan aslinya, seperti tingkat ketelitian antara part dan finishingnya, agak susah dipuntir untuk mengatur bautnya, padahal aslinya panjang, hanya untuk kamera saja jadi jadi beban di helm",Fear
benar-benar relact sangat menyukainya,Love
konsumen ga dianggap attitude merupakan keadaan pokok dan sepertinya tetap dinomorsatukan,Anger
Barang berfungsi dengan baik. Recommended Seller ??,Love
"baunya tidak sesuai ekspektasi, seperti bau ikan teri",Anger
Ukuran sesuai. Ringan dipakai. Warnanya bagus ??.,Happy
Karung yang rusak lebih banyak dibandingkan karung bagus yang tidak bisa digunakan lagi untuk menampung beras,Fear
barang sangat bagus ..............Kualitas Produk Bagus.,Happy
pesan 2 yang di kirim cuman 1 udah bayar ongkir 2 Kg lagi rugi rugi kapok beli di sini,Fear
"Sesuai pesanan, cepat proses kirim sdh sampai lgsg dipasang,Thanks seller",Happy
Penjual gak jujur !! Respon kebanyakan BOT!,Anger
pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,Anger
"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",Fear
lumayan bahannya dan harganya murah,Happy
"Buku original, harga sangat murah dibandingkan tempat lain, seller ramah, packing rapi, bubble wrap sangat tebal, sangat puas, terima kasih seller",Love
"jujur kecewa, udah beli kesekian kali. baru diminum sehari bsknya sudah asem. jadi g bisa diminum. Mohon dipastikan tgl kadaluarsanya.",Sadness
"Kemasannya kurang bagus, kotaknya kurang rapi, seperti bekas kado",Fear
ketahanan wangi tidak seperti claim yg di sebutkan 12jam,Fear
"marah, kecewa sekali, katanya bahannya tebal, tapi ternyata tipis, murah, dimana pesannya kali 4, nilainya jelek banget, gak mau pesen di toko ini, jelek banget, jelek banget, jelek banget, jelek banget, jelek banget",Sadness
Touch screen lancar. Layar sensitif. Respon penjualnya top.,Happy
"Mahal sekali, kualitas lem sama dengan Aibon",Anger
"zooonk, produk ini tdk ada dlm paket yg sy order?? kecewa sm toko ini ??",Sadness
Material Produk Bagus. Ukuran Produk Sesuai. Kualitas Produk Bagus. Produk Original.,Happy
"saya belum terima barang sampai tgl 26 pdhl diperkirakan sampai tanggal 23. status pengiriman sudah sampai di pembeli padahal belum, minta update 3 hari jawaban sama aja. saya minta uang saya kembali aja.",Fear
"Produk yang awalnya dikirim tidak berfungsi dengan baik padahal produk lain sudah terkirim.Selain itu penjualnya juga sangat tidak layak untuk dijadikan toko resmi.Pengiriman barang tidak sesuai jadwal yang dijanjikan di deskripsi.Sistem Tokped selain itu, responnya sangat lambat.Penjual ini tidak direkomendasikan.",Fear
SABUN NYAAA SETELAH DI PAKEE MINT NYA KERASAA BANGETTT ENK SIH HABIS MANDI KYK DINGIN GITU,Love
Barang sudah sampai dengan selamat Barang sesuai dengan deskripsi produk Packing oke Recommended seller!!!,Love
masker tertipis yang pernah saya beli,Anger
"bagussss sukakakkk, ntah udh brp kali order, bahannya bagus, adem n nyaman dan harga promonya mantulll",Love
"Pengiriman cepat dan packing sangat rapi, walaupun cuma beli 1 item recomended banget guys",Love
barangnya bagus sesuai pesanan,Happy
padahal gw uda kasih Note warna MERAH dan gw udah chat kepenjual juga yang dateng malah warna UNGU! ERROR nih yang jual Kesel gw,Anger
"barang sudah di terima, dalam keadaan baik. barang baguuusss.. packing baguuusss, tidak ada yg penyok. pengiriman cepat. bisa langganan nih recommended seller",Love
"Mantab.. fast response, terima kasih ????",Happy
sudah diterima dengan baik mantafffffffffffff,Love
"Beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. Kalo jualan yang teliti dan jujur dong gan. Sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. Rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",Fear
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,Sadness
barang sudah sampai sesuai dengan pesanan recommended,Love
"barangnya sampai di dusnya rusak gitu, kata abang yang bawa, pas terima dusnya udah begini, kecewa karena lama sekali barangnya diterima, pas dibuka begini, sanitizernya basah semua dan tumpah semua masih segar seperti pas dibuka.",Sadness
Ini kesekian kalinya saya pesan green screen disini dan selalu puas dengan pelayanan dan produknya,Love
Admin super responsif.cartridge berfungsi dengan baik.sayang bgt cuma bisa ngasih 5 bintang,Happy
dikasih bonus gratis hair mask series expert tapi udah kadaluarsa dan pas dipakai bikin kepala ketombe kalau gak niat ngasih gratis lebih baik jangan daripada merusak rambut orang lain,Fear
"Awalnya aliran air lancar, lama-lama kecil sekali",Sadness
Slalu beli di official shop.. ga pernah kecewa.. makasi seller,Happy
kualitas bahan benar baik,Love
mantap jiwo thx gan produk sudah saya terima dalam keadaan baik dan sukses selalu,Love
Buku palsu,Anger
kecewa penjual ga tanggung jawab komplen berhari? gada solusi,Sadness
"Pengiriman cepat, barang sesuai pesanan, dan terbungkus dengan rapi ???????? Recomended",Love
proses dan responnya memakan waktu lama,Fear
saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,Anger
"Tipis bgt, jelek",Sadness
pelayanan ramah. fast respon. cuma packing nya kok mohon maaf kerdus nya lecek lecek gitu ya. kurang rapih. overall oke lah. trims,Happy
"sudah chat, sudah tertulis di deskripsi, konfirmasi ulang, tetap dikirim warna putih, jelas pesan full hitam, pengiriman lama banget, tidak terpercaya",Anger
