Customer Review,Emotion,text_clean
packingnya jelek sekali handling produknya enggak  bagus mau kasih cendera mata ke orang masa kardusnya jelek sejenis ini biki malu aja,Anger,packingnya jelek sekali handling produknya enggak  bagus mau kasih cendera mata ke orang masa kardusnya jelek sejenis ini biki malu aja
pengiriman panjang,Anger,pengiriman panjang
penjual tiada ramah,Anger,penjual tiada ramah
sangat terlalu langka kualitas lem sama seperti aibon,Anger,sangat terlalu langka kualitas lem sama seperti aibon
yang motif ada yg tuna minta 2 pola dikasih 1 dan polos 3 kwalitas kurang bagus maklum zat china masih bagus buatan regional,Anger,yang motif ada yg tuna minta 2 pola dikasih 1 dan polos 3 kwalitas kurang bagus maklum zat china masih bagus buatan regional
kardus trek  dijual itupun masih rusak susu nya,Anger,kardus trek  dijual itupun masih rusak susu nya
deskripsi selanjutnya tulisan warna aswad tapi  barangnya yg sampai warna biru ga sesuai banget dichat komplain jawabnya hanya terima kasih ga niat jualan pemimpin namanya orang jualan yg diutamakan harus kepuasan pelanggan klo di komplain tak purapura oongak tau,Anger,deskripsi selanjutnya tulisan warna aswad tapi  barangnya yg sampai warna biru ga sesuai banget dichat komplain jawabnya hanya terima kasih ga niat jualan pemimpin namanya orang jualan yg diutamakan harus kepuasan pelanggan klo di komplain tak purapura oongak tau
beli brg sale transportasi dengan grabsend tapiii dimintain biaya parkir sm driver nya ajaib bgt,Anger,beli brg sale transportasi dengan grabsend tapiii dimintain biaya parkir sm driver nya ajaib bgt
bakul apaan barang gak diterima diajukan pemulangan sokongan malah hr ini dapat notif sdh berhenti dan dana akan diteruskan ke penjual woi balikan anggaran saya,Anger,bakul apaan barang gak diterima diajukan pemulangan sokongan malah hr ini dapat notif sdh berhenti dan dana akan diteruskan ke penjual woi balikan anggaran saya
official tapi lama cak amat sangat,Anger,official tapi lama cak amat sangat
kualitas chargeran jelek bangettt segar tiga hari pakai usai rusakk,Anger,kualitas chargeran jelek bangettt segar tiga hari pakai usai rusakk
botol terbetik pakingnya zonk bgt,Anger,botol terbetik pakingnya zonk bgt
bau makanan tidak nyaman dan rasa tidak sip,Anger,bau makanan tidak nyaman dan rasa tidak sip
proses semenjak pembelian ke pengiriman lamaaaaaaaaaaa admin gak hormat slow respon ancur membandel nihh toko,Anger,proses semenjak pembelian ke pengiriman lamaaaaaaaaaaa admin gak hormat slow respon ancur membandel nihh toko
pakai esktra bubble udah tukar ternyata era dikirim tidak diberi bubble,Anger,pakai esktra bubble udah tukar ternyata era dikirim tidak diberi bubble
akar udah checkout procecor setara admin disuruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas pangsa udh dateng malah cuman bubble wrap hanya wkwk menggelikan nih toko mana prosesor nan dicheckout duluan malah belum dateng pula hadehh,Anger,akar udah checkout procecor setara admin disuruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas pangsa udh dateng malah cuman bubble wrap hanya wkwk menggelikan nih toko mana prosesor nan dicheckout duluan malah belum dateng pula hadehh
ga bertemu expetasibarang2 nya ga kuatukuran kcl kaya mainan,Anger,ga bertemu expetasibarang2 nya ga kuatukuran kcl kaya mainan
katanya sehat to l ternyata fit to m gambar serta ngak sesuai dengan poto,Anger,katanya sehat to l ternyata fit to m gambar serta ngak sesuai dengan poto
ini mah enggak pvcbahanny tipis sangat pu jg tepos tapi ga setipis ini bikin rugi w aja dicutting melenceng mulu lumayan motor w xiomi ini graphtec yg puluhan juta bener kage baik nih gerai sampah,Anger,ini mah enggak pvcbahanny tipis sangat pu jg tepos tapi ga setipis ini bikin rugi w aja dicutting melenceng mulu lumayan motor w xiomi ini graphtec yg puluhan juta bener kage baik nih gerai sampah
no good tak puassss,Anger,no good tak puassss
official store produknya cuman d buntel plastik sebercanda itu tokopedia lolosin ini gardu beres official store,Anger,official store produknya cuman d buntel plastik sebercanda itu tokopedia lolosin ini gardu beres official store
sesudah pake rutin 1 bulan g ada hasil payah,Anger,sesudah pake rutin 1 bulan g ada hasil payah
hisapan lemah bahana sangat bising,Anger,hisapan lemah bahana sangat bising
belanja warna ungu kenapa warnanya jelek ya ungu pudar,Anger,belanja warna ungu kenapa warnanya jelek ya ungu pudar
paket gepeng gosend gak bener penyajian invalid bertanggung jawab done,Anger,paket gepeng gosend gak bener penyajian invalid bertanggung jawab done
toples ada yang gentat 2 belum dipakai segala dr 30 pcstapi gpp msh berfungsi,Anger,toples ada yang gentat 2 belum dipakai segala dr 30 pcstapi gpp msh berfungsi
amat memutusasakan barang yg dikirim tidak sesuai konfirmasi sampai harus bolakbalik 2 kali saya harus sampai begitu 6 x ongkos kirimsangat mengecele,Anger,amat memutusasakan barang yg dikirim tidak sesuai konfirmasi sampai harus bolakbalik 2 kali saya harus sampai begitu 6 x ongkos kirimsangat mengecele
yg kulak wiskas junior aroma bangke kucing gk pd doyan,Anger,yg kulak wiskas junior aroma bangke kucing gk pd doyan
sampul gue yang dikasih ga bagus ada bagian peyot sementara itu gue beli buku hangat,Anger,sampul gue yang dikasih ga bagus ada bagian peyot sementara itu gue beli buku hangat
barli rutin tiap minguu 20pcs yg bingkisan terakhir seluruh sedang rusak kendor pada bagian baut2 nya cuma ada separo yg bisa digunakan bahaya bocor angin dari bawah bis mengambil oleh cukup bocor di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab ga tersedia andalan costumer lagi yg dirugikan krn penjual yg ga bersetuju tanggung jawab dari barang yg dijualnya hanya pengen cuan tapi ga mau tau erangan costumer nya padahal sudah saya mengakui tiap pengambilan puguh ke toko ini tapi sayang nya ga ada bantuan yg becus  menuntungkan costumer nya,Anger,barli rutin tiap minguu 20pcs yg bingkisan terakhir seluruh sedang rusak kendor pada bagian baut2 nya cuma ada separo yg bisa digunakan bahaya bocor angin dari bawah bis mengambil oleh cukup bocor di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab ga tersedia andalan costumer lagi yg dirugikan krn penjual yg ga bersetuju tanggung jawab dari barang yg dijualnya hanya pengen cuan tapi ga mau tau erangan costumer nya padahal sudah saya mengakui tiap pengambilan puguh ke toko ini tapi sayang nya ga ada bantuan yg becus  menuntungkan costumer nya
beli tgl 9 pesanan sempurna tgl 12 danmouse jahanam tgl 13 gak bisa komplain oleh karena toped pula admin ditanyain gmna cara klaim garansi benar-benar tidak membantu chat yaum ini bales besokda dibales gk di jawab2 berulang,Anger,beli tgl 9 pesanan sempurna tgl 12 danmouse jahanam tgl 13 gak bisa komplain oleh karena toped pula admin ditanyain gmna cara klaim garansi benar-benar tidak membantu chat yaum ini bales besokda dibales gk di jawab2 berulang
masa baru dateng langsung cedera,Anger,masa baru dateng langsung cedera
cepet sobek kadang konek kadang engga,Anger,cepet sobek kadang konek kadang engga
respon kolot tidak koperatif,Anger,respon kolot tidak koperatif
busyeetttlamaaa amit nyampe brgnyapdhl udh 2x permintaan,Anger,busyeetttlamaaa amit nyampe brgnyapdhl udh 2x permintaan
orang bayar disini karena terkecoh harga murah kali ya produk ga pengasih ga berjalan seperti waxing lain pada lazimnya harga mudah krn mmg produk murahan,Anger,orang bayar disini karena terkecoh harga murah kali ya produk ga pengasih ga berjalan seperti waxing lain pada lazimnya harga mudah krn mmg produk murahan
kecewa beli terpal pantas rekomendasi pedagang terpal berburai (rahasia) lem tidak rata chat ke penjual after sale tidak digubris parah si,Anger,kecewa beli terpal pantas rekomendasi pedagang terpal berburai (rahasia) lem tidak rata chat ke penjual after sale tidak digubris parah si
orng nnya responnya jutek bgt banal aja kali beta cm bertanya ga ngajak pikiran sombong bgt penjual kyak bgini,Anger,orng nnya responnya jutek bgt banal aja kali beta cm bertanya ga ngajak pikiran sombong bgt penjual kyak bgini
borong mahal2 malah tempo-tempo tiba2 ngeblur seandainya dipakai zoom terus mengebel cs nya suruh klaim garansi aja minta alamat ga dikasih2 hadeuhh webcam 1 jutaan kualitas kotor,Anger,borong mahal2 malah tempo-tempo tiba2 ngeblur seandainya dipakai zoom terus mengebel cs nya suruh klaim garansi aja minta alamat ga dikasih2 hadeuhh webcam 1 jutaan kualitas kotor
barang mau dikirim pakai pengiriman ke luar kota tapi tidak dibungkus plastik background basah alhasil tidak bisa dipakai layak adv amat,Anger,barang mau dikirim pakai pengiriman ke luar kota tapi tidak dibungkus plastik background basah alhasil tidak bisa dipakai layak adv amat
jelekkkkk putuss sekotah talinya,Anger,jelekkkkk putuss sekotah talinya
mana gak terlihat bubble wrapnya,Anger,mana gak terlihat bubble wrapnya
tidak cocok packing nya bubblenya banyak yang kempes takah-takahnya bekas pakai,Anger,tidak cocok packing nya bubblenya banyak yang kempes takah-takahnya bekas pakai
ga cermat membaca requestku memesankan nya lemon knp yg dikirim summer linen,Anger,ga cermat membaca requestku memesankan nya lemon knp yg dikirim summer linen
heh bisa dagang gak looo gw udah beberapa yahgw salah blok naga-naga kenapa lo malah tetep mengangkut agak kealamat gw yg salah lo kan udah jelas2 dorong order gue tarif ongkir 8rb dan gw atc olak pungutan ongkir 123rb kenapa lo tetep ngirim bahan kelamat nan salah lo ahli dong udah barang gw nyasar gausah lo pura2 pk cancel barangkasih resi kalo emang barangnya tetep dikirim kealamat yg prima gw suka-suka v cak berbelanja disini yah pertama darab ini aja gue salah klik gerak tapi gw nyesel sama tanggepan lo,Anger,heh bisa dagang gak looo gw udah beberapa yahgw salah blok naga-naga kenapa lo malah tetep mengangkut agak kealamat gw yg salah lo kan udah jelas2 dorong order gue tarif ongkir 8rb dan gw atc olak pungutan ongkir 123rb kenapa lo tetep ngirim bahan kelamat nan salah lo ahli dong udah barang gw nyasar gausah lo pura2 pk cancel barangkasih resi kalo emang barangnya tetep dikirim kealamat yg prima gw suka-suka v cak berbelanja disini yah pertama darab ini aja gue salah klik gerak tapi gw nyesel sama tanggepan lo
katanya bisa ditempel ditembok tapi tempelannya cacat betul-betul udh dicuci jg tetep kotor jadi gak melekat setingkat adv cak paling sangat disayangkan karna harga nya sedang mahal utk yg status yg seperti ini,Anger,katanya bisa ditempel ditembok tapi tempelannya cacat betul-betul udh dicuci jg tetep kotor jadi gak melekat setingkat adv cak paling sangat disayangkan karna harga nya sedang mahal utk yg status yg seperti ini
admin cs nya ga nyambung ditanya segala sambutan nya apa,Anger,admin cs nya ga nyambung ditanya segala sambutan nya apa
pesan 3 yg datang 1 serius,Anger,pesan 3 yg datang 1 serius
barang cacad banyak dent kawat usb adapter gk jalan,Anger,barang cacad banyak dent kawat usb adapter gk jalan
pengemasan lemah banget pengiriman lamaaaaaa,Anger,pengemasan lemah banget pengiriman lamaaaaaa
sudah jelas2 pilih varian hitam yg dikirim putih baiklah kalo toh lesap kan cakap di komunikasikan kpda buyer buat segala ada karakteristik chat jgn ibu kirim aja mau komplen juga males ribet,Anger,sudah jelas2 pilih varian hitam yg dikirim putih baiklah kalo toh lesap kan cakap di komunikasikan kpda buyer buat segala ada karakteristik chat jgn ibu kirim aja mau komplen juga males ribet
beli 2 barang yg dikirim beda tinggi tdk bertimbal pulak pdhl sdh klik ukuran lagi hrg nya pun garib jd penjual yg jujur lah supaya hslnya pun hidayah,Anger,beli 2 barang yg dikirim beda tinggi tdk bertimbal pulak pdhl sdh klik ukuran lagi hrg nya pun garib jd penjual yg jujur lah supaya hslnya pun hidayah
petaruh barang tapi bertepatan promo 1111 tapi tidak dikirim malar-malar disuruh refund duit yg dikirim belaka peranti hak sale gajelas sale nya nipu bgt itu sale padahal official store,Anger,petaruh barang tapi bertepatan promo 1111 tapi tidak dikirim malar-malar disuruh refund duit yg dikirim belaka peranti hak sale gajelas sale nya nipu bgt itu sale padahal official store
barang dikirim galat petaruh webcam logitech di logitech official kok bs dikirimmya headphone jbl dan penukaran barang burung  4hari gawai sungguh lama,Anger,barang dikirim galat petaruh webcam logitech di logitech official kok bs dikirimmya headphone jbl dan penukaran barang burung  4hari gawai sungguh lama
yg dikirim rusak ejekan komplain tp gak jelas,Anger,yg dikirim rusak ejekan komplain tp gak jelas
barang yg dikirim bukan sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb buat ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir serta beri (uang) ongkir sedang yg semuanya lain krn salah customer tapi seller yg slebor mengirimbarang tp customer yg jitu ongkir cak kembali dan effort tuk ke suruhan ditengah epidemi,Anger,barang yg dikirim bukan sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb buat ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir serta beri (uang) ongkir sedang yg semuanya lain krn salah customer tapi seller yg slebor mengirimbarang tp customer yg jitu ongkir cak kembali dan effort tuk ke suruhan ditengah epidemi
kualitasnya sangat jelek sebanding demi harganya baru 2 minggu gua  pakai sudah robek2 karena sendirinya,Anger,kualitasnya sangat jelek sebanding demi harganya baru 2 minggu gua  pakai sudah robek2 karena sendirinya
ga mungkin muatan baru jijik liatnya ada fertil kotoran cair dan ini pun junior keluar dari bungkusan buang,Anger,ga mungkin muatan baru jijik liatnya ada fertil kotoran cair dan ini pun junior keluar dari bungkusan buang
barang sampe dengan sobek gw di kasih jasad rijek haru biru ni seller,Anger,barang sampe dengan sobek gw di kasih jasad rijek haru biru ni seller
bahannya plastik jelek suaranya halus terlampau lampunya jg gk sungguh-sungguh terang bru jg dimainin udah patah,Anger,bahannya plastik jelek suaranya halus terlampau lampunya jg gk sungguh-sungguh terang bru jg dimainin udah patah
barangnya tidak ada di sampul,Anger,barangnya tidak ada di sampul
gak pantas harga malah kualitas nol,Anger,gak pantas harga malah kualitas nol
jasa pengiriman nya dekat ganti tanpa konfirmasi kurang memuaskan,Anger,jasa pengiriman nya dekat ganti tanpa konfirmasi kurang memuaskan
pesan 3 produk xxxl ukuran simpai dada 52 cm yg tiba 43 44 maka 45 cm jauh pemilik ukurannya cuma kepake buat lap motor aja ini mah,Anger,pesan 3 produk xxxl ukuran simpai dada 52 cm yg tiba 43 44 maka 45 cm jauh pemilik ukurannya cuma kepake buat lap motor aja ini mah
gabisa dimainin dalam ios varian 134 dan keatasnya paling banyak ios versi 133 selain itu gabisa dipake,Anger,gabisa dimainin dalam ios varian 134 dan keatasnya paling banyak ios versi 133 selain itu gabisa dipake
penipu ini penjual nano apanya basah becek sesudah mahal,Anger,penipu ini penjual nano apanya basah becek sesudah mahal
belanja berturut menebeng 2hr seller tidak ramah trakhir kali blanja di sini titinada recomment,Anger,belanja berturut menebeng 2hr seller tidak ramah trakhir kali blanja di sini titinada recomment
penyok2 kardusnya kayak beli pensil warna bakat,Anger,penyok2 kardusnya kayak beli pensil warna bakat
reaksi barang sampe pengirimanmya lamaaa,Anger,reaksi barang sampe pengirimanmya lamaaa
kapok kulak disini,Anger,kapok kulak disini
barang yg di datang tdk sesuai pesanan mode komplain luar biasa lma dan berbelit belit,Anger,barang yg di datang tdk sesuai pesanan mode komplain luar biasa lma dan berbelit belit
ga maujud packing bubble nya,Anger,ga maujud packing bubble nya
paan pentungan ngaruhnya samsek kecabut aja kaga,Anger,paan pentungan ngaruhnya samsek kecabut aja kaga
yaampunnn senyampang rp 0 x nih yah krna penguna kontemporer baju si baju tapi gimna suka dipake lobang lehernya itu kecill amed anak yg 11 warsa pun gak bisa pakai sementara itu mah lumayan lah bahannya walaupun sedikit,Anger,yaampunnn senyampang rp 0 x nih yah krna penguna kontemporer baju si baju tapi gimna suka dipake lobang lehernya itu kecill amed anak yg 11 warsa pun gak bisa pakai sementara itu mah lumayan lah bahannya walaupun sedikit
